JINA_ID,Ref,Name,Simbad_Identifier,Fe/H,C/H
2465,HOW15,J183744.90-280831.1,SMSS_J183744.90-280831.1,'-2.92,'-3.12
2466,JAC15,SMSS_J183753.10-380725.9,SMSS_J183753.10-380725.9,'-2.99,'-3.35
2467,HOW15,J183812.72-270746.3,SMSS_J183812.72-270746.3,'-3.22,'-3.0
2468,HOW15,J184201.19-302159.6,SMSS_J184201.19-302159.6,'-2.84,'-2.5
2469,JAC15,SMSS_J184226.25-272602.7,SMSS_J184226.25-272602.7,'-3.89,<-4.18
2470,HOW15,J184656.07-292351.5,SMSS_J184656.07-292351.5,'-2.76,'-2.68
2471,JAC15,SMSS_J184825.29-305929.7,SMSS_J184825.29-305929.7,'-3.65,'-3.4
2472,JAC15,SMSS_J185628.44-231809.8,SMSS_J185628.44-231809.8,'-2.99,'-3.78
2473,JAC15,SMSS_J190549.33-214945.0,SMSS_J190549.33-214945.0,'-3.11,'-2.76
2474,JAC15,SMSS_J190911.03-213207.5,SMSS_J190911.03-213207.5,'-2.4,'-2.96
2475,JAC15,SMSS_J190931.13-214053.9,SMSS_J190931.13-214053.9,'-3.33,'-3.68
2476,JAC15,SMSS_J191802.51-851523.0,SMSS_J191802.51-851523.0,'-2.62,'-2.6
2477,JAC15,SMSS_J193528.46-462129.6,SMSS_J193528.46-462129.6,'-3.39,<-3.65
2479,JAC15,SMSS_J194432.13-720537.1,SMSS_J194432.13-720537.1,'-2.43,'-2.39
2480,JAC15,SMSS_J195614.75-320145.9,SMSS_J195614.75-320145.9,'-2.31,'-2.63
2481,JAC15,SMSS_J195931.70-643529.3,SMSS_J195931.70-643529.3,'-2.58,'-3.03
2482,JAC15,SMSS_J200228.85-533114.4,SMSS_J200228.85-533114.4,'-3.22,'-3.68
2483,JAC15,SMSS_J200654.42-321157.7,SMSS_J200654.42-321157.7,'-3.25,'-2.58
2484,JAC15,SMSS_J202057.49-522417.2,SMSS_J202057.49-522417.2,'-3.12,<-3.35
2485,JAC15,SMSS_J202123.89-515742.8,SMSS_J202123.89-515742.8,'-2.61,'-2.82
2486,JAC15,SMSS_J205313.80-651830.6,SMSS_J205313.80-651830.6,'-2.62,'-2.53
2488,JAC15,SMSS_J211340.44-520017.5,SMSS_J211340.44-520017.5,'-2.4,'-2.43
2489,JAC15,SMSS_J215805.81-651327.2,SMSS_J215805.81-651327.2,'-3.41,'-3.03
2490,JAC15,SMSS_J221448.33-453949.9,SMSS_J221448.33-453949.9,'-2.56,'-3.23
2491,JAC15,SMSS_J224838.41-550635.1,SMSS_J224838.41-550635.1,'-2.87,'-3.43
2492,JAC15,SMSS_J224843.95-543610.1,SMSS_J224843.95-543610.1,'-2.38,'-2.58
2493,JAC15,SMSS_J225851.25-265434.9,SMSS_J225851.25-265434.9,'-3.48,'-3.13
2494,JAC15,SMSS_J230013.16-263511.0,SMSS_J230013.16-263511.0,'-3.35,'-3.9
2495,JAC15,SMSS_J230113.95-291458.2,SMSS_J230113.95-291458.2,'-2.53,'-2.65
2498,LAI07,BS16085-050,TYC_1448-282-1,'-2.88,'-3.55
2499,ALL12,BS16077-077,TYC_1987-753-1,'-2.05,0.34
2500,HON04,BS17583-100,TYC_2197-1168-1,'-2.41,'-1.76
2501,LI15a,LAMOSTJ0102+0428,TYC_22-581-1,'-2.75,'-3.68
2502,HOL15,HE0414-0343,TYC_4729-1290-1,'-2.24,'-0.8
2503,BAR05,HE0926-0508,TYC_4889-826-1,'-2.78,'-2.2
2504,REN12,HE0926-0508,TYC_4889-826-1,'-2.78,'-2.04
2506,BAR05,HE1120-0153,TYC_4923-62-1,'-2.76,'-2.17
2507,HOL11,HE1116-0634,TYC_4928-1438-1,'-3.73,'-3.65
2508,HOL11,HE1317-0407,TYC_4961-1053-1,'-3.1,'-3.62
2510,AOK05,CS30329-004,TYC_5030-1015-1,'-2.75,'-3.03
2513,AOK07a,CS22174-007,TYC_5273-836-1,'-2.24,'-1.83
2515,FRE07b,HE1523-0901,TYC_5594-576-1,'-3.0,'-3.29
2516,LI15a,LAMOSTJ0326+0202,TYC_57-1052-1,'-3.36,'-3.28
2517,HOL11,HE2148-1105a,TYC_5793-10-1,'-2.98,'-3.4
2518,HOL11,HE2253-0849,TYC_5813-540-1,'-2.88,'-3.65
2519,LAI07,CS31060-043,TYC_5841-127-1,'-2.06,'-1.88
2529,HAN15,HE0440-3426,TYC_7042-1098-1,'-2.19,'-0.68
2536,HAN15,HE0448-4806,TYC_8080-239-1,'-2.26,'-0.02
2538,ROE14b,CS22943-095,TYC_8406-355-1,'-2.52,'-2.07
2546,BON09,CS29527-015,UCAC2_24258051,'-3.55,'-2.25
2550,BON09,CS22953-037,UCAC2_5736774,'-2.89,'-2.4
2551,ROE14b,CS22953-037,UCAC2_5736774,'-3.21,'-2.21
2554,CAF11a,SDSSJ102915.14+172927.9,UCAC3_215-112497,'-4.73,<-3.68
2555,AOK13,SDSSJ071105.43+670228.2,UCAC3_315-38909,'-2.91,'-0.93
2556,COH13,HE0009-6039,UCAC4_149-000191,'-3.29,'-3.01
2557,COH13,HE0411-5725,UCAC4_164-003972,'-3.08,'-2.61
2558,COH13,HE0533-5340,UCAC4_182-005827,'-2.67,'-2.61
2559,COH13,HE0312-5200,UCAC4_191-003009,'-3.11,'-2.73
2560,COH13,HE2339-5105,UCAC4_196-198545,'-2.88,'-2.37
2561,COH13,HE2122-4707,UCAC4_216-194807,'-2.42,'-0.7
2562,COH13,HE0017-4346,UCAC4_233-000355,'-3.07,'-0.05
2563,BAR05,HE0039-4154,UCAC4_242-000737,'-3.36,'-3.54
2564,COH13,HE0039-4154,UCAC4_242-000737,'-3.18,'-3.0
2565,REN12,HE0039-4154,UCAC4_242-000737,'-3.38,'-3.4
2566,COH13,HE2217-4053,UCAC4_247-183622,'-3.37,'-3.07
2567,COH13,HE2204-4034,UCAC4_249-182937,'-2.98,'-1.86
2569,COH13,HE0401-3835,UCAC4_258-004182,'-3.05,'-2.15
2570,COH13,HE2155-3750,UCAC4_262-193743,'-2.59,'-0.77
2571,COH13,HE2203-3723,UCAC4_265-194871,'-3.3,<-2.84
2573,COH13,HE0251-3216,UCAC4_290-002911,'-3.15,'-0.71
2574,COH13,HE1111-3026,UCAC4_297-066269,'-2.0,'-0.91
2578,COH13,HE1405-2512,UCAC4_323-073878,'-2.8,'-2.16
2580,COH13,HE0134-2504,UCAC4_326-001613,'-2.74,'-0.83
2582,COH08,HE0132-2429,UCAC4_328-001740,'-3.6,'-2.77
2584,COH13,HE0445-2339,UCAC4_333-006071,'-2.84,<-3.29
2586,COH13,HE0055-2314,UCAC4_336-001090,'-2.65,'-1.81
2595,COH13,HE2244-2116,UCAC4_345-203570,'-2.35,'-2.01
2598,COH13,HE2200-1946,UCAC4_353-193066,'-2.63,'-2.41
2599,COH13,HE0447-1858,UCAC4_356-006281,'-2.56,'-2.27
2601,COH13,HE1432-1819,UCAC4_358-070119,'-2.56,'-1.61
2602,COH13,HE0130-1749,UCAC4_363-001823,'-3.34,'-2.82
2603,COH13,HE1133-1641,UCAC4_366-058908,'-2.82,'-1.61
2604,COH13,HE2249-1704,UCAC4_366-186448,'-2.95,'-3.18
2605,BAR05,HE1500-1628,UCAC4_367-066503,'-2.31,'-2.22
2606,COH13,HE1500-1628,UCAC4_367-066503,'-2.38,'-2.27
2607,COH13,HE0122-1616,UCAC4_370-001640,'-2.8,'-2.47
2610,BAR05,HE2314-1554,UCAC4_372-181197,'-3.27,'-2.72
2611,COH13,HE2314-1554,UCAC4_372-181197,'-3.28,'-2.59
2612,COH13,HE1439-1420,UCAC4_378-069857,'-2.97,'-1.01
2616,COH13,HE1258-1317,UCAC4_383-063743,'-2.9,'-2.61
2619,COH13,HE1226-1149,UCAC4_390-057146,'-2.91,'-2.37
2621,COH08,HE1347-1025,UCAC4_397-054981,'-3.53,'-3.17
2622,COH13,HE1347-1025,UCAC4_397-054981,'-3.48,'-3.21
2623,COH13,HE1416-1032,UCAC4_397-056022,'-3.2,<-3.51
2624,COH13,HE0332-1007,UCAC4_401-004347,'-2.9,'-3.42
2625,COH13,HE0255-0859,UCAC4_407-003501,'-2.55,'-2.61
2626,COH13,HE1422-0818,UCAC4_408-060306,'-3.29,'-3.31
2627,COH13,HE2251-0821,UCAC4_410-143653,'-2.91,'-1.03
2629,COH13,HE2357-0701,UCAC4_417-000002,'-3.17,'-2.79
2630,COH08,HE1356-0622,UCAC4_417-057553,'-3.54,<-3.37
2631,COH13,HE1356-0622,UCAC4_417-057553,'-3.48,'-3.41
2633,COH13,HE1141-0610,UCAC4_418-054821,'-2.28,'-1.27
2635,COH13,HE0102-0633,UCAC4_419-001309,'-3.1,'-2.11
2636,COH13,HE0048-0611,UCAC4_421-001046,'-2.66,'-2.17
2637,COH13,HE0926-0546,UCAC4_421-051446,'-3.73,<-3.11
2638,COH13,HE0317-0554,UCAC4_422-004173,'-2.75,'-2.23
2639,COH13,HE1159-0525,UCAC4_422-055048,'-2.91,'-0.97
2642,YON13,HE1346-0427,UCAC4_427-057119,'-3.57,<-2.47
2643,COH13,HE0103-0357,UCAC4_432-001351,'-3.15,'-2.51
2644,COH13,HE0037-0348,UCAC4_433-000850,'-3.15,'-2.91
2645,COH07,HE1424-0241,UCAC4_436-059543,'-4.01,<-3.17
2646,COH08,HE1424-0241,UCAC4_436-059543,'-4.01,<-3.17
2647,COH13,HE0344-0243,UCAC4_438-005131,'-3.35,'-3.32
2648,COH13,HE1439-0218,UCAC4_438-059829,'-2.65,'-1.87
2649,COH13,HE1446-0140,UCAC4_441-059100,'-2.38,'-2.12
2650,COH13,HE1357-0123,UCAC4_442-057223,'-3.8,'-3.97
2651,COH13,HE1338-0052,UCAC4_445-056878,'-3.01,'-1.57
2652,COH13,HE0349-0045,UCAC4_447-005241,'-2.23,'-1.96
2653,COH13,HE0011-0035,UCAC4_449-000303,'-2.99,'-2.87
2654,COH06,HE1410-0004,UCAC4_449-055625,'-3.07,'-0.87
2655,COH13,HE1410-0004,UCAC4_449-055625,'-3.02,'-0.91
2658,COH13,HE0226+0103,UCAC4_457-003214,'-2.81,'-2.65
2659,COH06,HE0336+0113,UCAC4_457-004973,'-2.73,'-0.27
2660,COH13,HE0336+0113,UCAC4_457-004973,'-2.68,'-0.31
2661,COH13,HE1320+0139,UCAC4_457-051441,'-3.38,'-2.91
2662,BAR05,HE1300+0157,UCAC4_459-050836,'-3.74,'-2.61
2663,COH08,HE1300+0157,UCAC4_459-050836,'-3.44,'-2.0
2664,COH13,HE1300+0157,UCAC4_459-050836,'-3.49,'-2.24
2665,FRE07a,HE1300+0157,UCAC4_459-050836,'-3.78,'-2.54
2668,COH13,HE1045+0226,UCAC4_461-048651,'-2.2,'-1.11
2669,COH13,HE1456+0230,UCAC4_462-052904,'-3.32,'-1.06
2670,COH13,HE2236+0204,UCAC4_462-125965,'-2.86,'-2.32
2673,CAY04,BS16467-062,UCAC4_540-054307,'-3.83,'-3.43
2674,COH08,BS16467-062,UCAC4_540-054307,'-3.52,'-2.83
2675,COH13,BS16467-062,UCAC4_540-054307,'-3.46,'-2.87
2676,LAI07,BS16467-062,UCAC4_540-054307,'-3.79,'-3.36
2677,LAI08,BS16467-062,UCAC4_540-054307,'-3.74,'-3.18
2679,COH13,BS16550-087,UCAC4_541-054640,'-3.39,'-3.52
2680,LAI07,BS16550-087,UCAC4_541-054640,'-3.1,'-3.62
2681,LAI08,BS16550-087,UCAC4_541-054640,'-3.52,'-3.93
2686,LAI08,BS16545-089,UCAC4_635-047506,'-3.43,<-1.73
2687,YON13,BS16545-089,UCAC4_635-047506,'-3.44,<-1.67
2689,LI15a,LAMOSTJ0257-0022,US_3404,'-2.24,'-1.48
2694,LI13,HD3008,V*_CM_Cet,'-2.06,'-2.97
2695,ROE14b,CS22886-013,V*_FV_Aqr,'-2.58,<-1.03
2708,KEN14,v370Vir,V*_V370_Vir,'-2.11,'-0.63
2709,ROE14b,CS30312-062,V*_V456_Ser,'-2.64,<-0.93
2710,KEN14,V*WYVir,V*_WY_Vir,'-2.65,'-1.18
2711,KEN14,V*ZZVir,V*_ZZ_Vir,'-2.36,'-0.53
2713,ROE14b,G15-10,Wolf_1137,'-2.53,'-2.34
2714,ROE14b,G188-30,Wolf_1143,'-2.05,'-2.36
2715,AOK06,G64-12,Wolf_1492,'-3.25,'-2.75
2718,BAR05,G64-12,Wolf_1492,'-3.44,'-2.77
2728,ROE14b,G64-12,Wolf_1492,'-3.58,<-2.48
2731,ROE14b,G199-66,Wolf_481,'-2.14,'-2.11
2734,ROE14b,G16-25,Wolf_624,'-2.08,'-2.44
